,name,startYear,endYear,in_production,creators,cast,overview,genres,country_names,runtimes,actor_popularity,number_of_seasons,number_of_episodes,averageRating,numVotes,poster_path,popularity,key,text_concat,lemmatized_text
10,Blacklist,2013,2023,False,Jon Bokenkamp,"James Spader, Diego Klattenhoff, Hisham Tawfiq, Anya Banerjee, Harry Lennix","Raymond « Red » Reddington, l’un des fugitifs les plus recherchés par le FBI, se rend en personne au quartier général du FBI à Washington. Il affirme avoir les mêmes intérêts que le FBI : faire tomber des criminels dangereux et des terroristes. Reddington coopérera, mais insiste pour ne parler qu’à Elizabeth Keen, une profileuse inexpérimentée du FBI. Keen s’interroge sur l’intérêt soudain que Reddington lui porte, bien qu’il soutienne que Keen est très spéciale. Après que le FBI a fait tomber un terroriste sur lequel il a fourni des informations, Reddington révèle que ce terroriste n’est que le premier de beaucoup d’autres à venir : durant les deux dernières décennies, il a fait une liste des criminels et terroristes qu'il croit introuvable par le FBI parce que ce dernier ignorait leur existence et que ce sont les plus importants. Reddington l’appelle « La Liste noire » (« The Blacklist »).","Drame, Crime, Mystère",États-Unis,,14.472999999999999,10,218,7.9,284917,https://image.tmdb.org/t/p/original/jpaB4abN5QhTV5wTJkIDn7gZx3J.jpg,685.728,https://www.youtube.com/watch?v=DG_dPkDtAI0,"Blacklist Jon Bokenkamp James Spader, Diego Klattenhoff, Hisham Tawfiq, Anya Banerjee, Harry Lennix Raymond « Red » Reddington, l’un des fugitifs les plus recherchés par le FBI, se rend en personne au quartier général du FBI à Washington. Il affirme avoir les mêmes intérêts que le FBI : faire tomber des criminels dangereux et des terroristes. Reddington coopérera, mais insiste pour ne parler qu’à Elizabeth Keen, une profileuse inexpérimentée du FBI. Keen s’interroge sur l’intérêt soudain que Reddington lui porte, bien qu’il soutienne que Keen est très spéciale. Après que le FBI a fait tomber un terroriste sur lequel il a fourni des informations, Reddington révèle que ce terroriste n’est que le premier de beaucoup d’autres à venir : durant les deux dernières décennies, il a fait une liste des criminels et terroristes qu'il croit introuvable par le FBI parce que ce dernier ignorait leur existence et que ce sont les plus importants. Reddington l’appelle « La Liste noire » (« The Blacklist »). Drame, Crime, Mystère États-Unis","Blacklist Jon Bokenkamp James Spader , Diego Klattenhoff , Hisham Tawfiq , Anya Banerjee , Harry Lennix raymond « red » Reddington , l’ un de fugitif le plus rechercher par le FBI , se rendre en personne au quartier général de FBI à Washington . il affirmer avoir le même intérêt que le FBI : faire tomber un criminel dangereux et de terroriste . Reddington coopérer , mais insister pour ne parler qu’ à Elizabeth Keen , un profileuse inexpérimenté de FBI . Keen s’ interroger sur l’ intérêt soudain que Reddington luire porte , bien qu’ il soutenir que Keen être très spécial . après que le FBI avoir faire tomber un terroriste sur lequel il avoir fournir un information , Reddington révèl que ce terroriste n’ être que le premier de beaucoup d’ autre à venir : durer le deux dernier décennie , il avoir faire un liste de criminel et terroriste que il croire introuvable par le FBI parce que ce dernier ignorer son existence et que ce être le plus important . Reddington l’ appeler « le liste noir » ( « The Blacklist » ) . drame , Crime , Mystère États-Unis"
11,Game of Thrones,2011,2019,False,"David Benioff, D. B. Weiss","Peter Dinklage, Kit Harington, Nikolaj Coster-Waldau, Lena Headey, Emilia Clarke, Liam Cunningham, Maisie Williams, Isaac Hempstead Wright, Sophie Turner, John Bradley, Rory McCann, Joe Dempsie, Gwendoline Christie, Jacob Anderson","Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de fer, le symbole du pouvoir absolu.","Science-Fiction & Fantastique, Drame, Action & Adventure",États-Unis,,24.679142857142857,8,73,9.2,2368347,https://image.tmdb.org/t/p/original/3YSdxdhhdCDlMs88RhvjhDLX4CA.jpg,754.868,https://www.youtube.com/watch?v=Ng1W_qu5aJM,"Game of Thrones David Benioff, D. B. Weiss Peter Dinklage, Kit Harington, Nikolaj Coster-Waldau, Lena Headey, Emilia Clarke, Liam Cunningham, Maisie Williams, Isaac Hempstead Wright, Sophie Turner, John Bradley, Rory McCann, Joe Dempsie, Gwendoline Christie, Jacob Anderson Il y a très longtemps, à une époque oubliée, une force a détruit l'équilibre des saisons. Dans un pays où l'été peut durer plusieurs années et l'hiver toute une vie, des forces sinistres et surnaturelles se pressent aux portes du Royaume des Sept Couronnes. La confrérie de la Garde de Nuit, protégeant le Royaume de toute créature pouvant provenir d'au-delà du Mur protecteur, n'a plus les ressources nécessaires pour assurer la sécurité de tous. Après un été de dix années, un hiver rigoureux s'abat sur le Royaume avec la promesse d'un avenir des plus sombres. Pendant ce temps, complots et rivalités se jouent sur le continent pour s'emparer du Trône de fer, le symbole du pouvoir absolu. Science-Fiction & Fantastique, Drame, Action & Adventure États-Unis","game of Thrones David Benioff , D. B. Weiss peter Dinklage , Kit Harington , Nikolaj Coster - Waldau , Lena Headey , Emilia clarke , Liam Cunningham , Maisie Williams , Isaac Hempstead Wright , Sophie Turner , John Bradley , rory McCann , joe Dempsie , gwendoline Christie , Jacob Anderson il y avoir très longtemps , à un époque oublier , un force avoir détruire le équilibre de saison . dans un pays où le être pouvoir durer plusieurs année et le hiver tout un vie , un force sinistre et surnaturel se pressentir à porte de Royaume de Sept Couronnes . le confrérie de le Garde de nuit , protéger le Royaume de tout créature pouvoir provenir de au-delà de Mur protecteur , ne avoir plus le ressource nécessaire pour assurer le sécurité de tout . après un été de dix année , un hiver rigoureux se abattre sur le Royaume avec le promesse de un avenir de plus sombre . pendant ce temps , complot et rivaliter se jouer sur le continent pour se emparer de trône de fer , le symbole de pouvoir absolu . Science - Fiction et Fantastique , Drame , action et adventure États-Unis"
12,Les Griffin,1999,2024,True,Seth MacFarlane,"Seth MacFarlane, Alex Borstein, Mila Kunis, Seth Green, Patrick Warburton, Arif Zahir","La famille Griffin habite à Quahog, charmante petite bourgade américaine. Peter, le père, a érigé la fainéantise en philosophie de vie. Lois, la mère, est à la fois la femme au foyer bonne à tout faire et le cerveau de la famille. Chris, le fils, a hérité de son père ses formes généreuses et ses préoccupations favorites sont manger, surfer sur le web et manger. Megan, la fille, est l'archétype de l'adolescente en crise : elle ne s'aime pas et, en même temps, attend désespérément son prince. Stewie, le petit dernier, a pour ambition de conquérir le monde. Même Brian, le chien, est complètement fou, ou plutôt très intelligent : il parle, philosophe, débat... Bienvenue chez les Griffin !","Animation, Comédie",États-Unis,22,21.199333333333332,22,423,8.1,371121,https://image.tmdb.org/t/p/original/7nHl3OHUSTHgslQxJUzNSy9vxqo.jpg,556.616,https://www.youtube.com/watch?v=J32iwo65RMc,"Les Griffin Seth MacFarlane Seth MacFarlane, Alex Borstein, Mila Kunis, Seth Green, Patrick Warburton, Arif Zahir La famille Griffin habite à Quahog, charmante petite bourgade américaine. Peter, le père, a érigé la fainéantise en philosophie de vie. Lois, la mère, est à la fois la femme au foyer bonne à tout faire et le cerveau de la famille. Chris, le fils, a hérité de son père ses formes généreuses et ses préoccupations favorites sont manger, surfer sur le web et manger. Megan, la fille, est l'archétype de l'adolescente en crise : elle ne s'aime pas et, en même temps, attend désespérément son prince. Stewie, le petit dernier, a pour ambition de conquérir le monde. Même Brian, le chien, est complètement fou, ou plutôt très intelligent : il parle, philosophe, débat... Bienvenue chez les Griffin ! Animation, Comédie États-Unis","le Griffin Seth MacFarlane Seth MacFarlane , Alex Borstein , Mila Kunis , Seth Green , Patrick Warburton , Arif zahir le famille Griffin habiter à Quahog , charmant petit bourgad américain . peter , le père , avoir ériger le fainéantise en philosophie de vie . Lois , le mère , être à le fois le femme au foyer bon à tout faire et le cerveau de le famille . Chris , le fils , avoir hérité de son père son forme généreux et son préoccupation favori être manger , surfer sur le web et manger . megan , le fille , être le archétype de le adolescent en crise : lui ne se aimer pas et , en même temps , attendre désespérémer son prince . Stewie , le petit dernier , avoir pour ambition de conquérir le monde . même Brian , le chien , être complètement fou , ou plutôt très intelliger : il parl , philosophe , débat ... Bienvenue chez le Griffin ! animation , comédie États-Unis"
13,Survivor,2000,2024,True,"Mark Burnett, Charlie Parsons",Jeff Probst,Une aventure dans laquelle un groupe de personnes ont échoué sur une ile isolée. Le dernier survivant de cette aventure repartira chez lui avec la somme d'1 millions de dollars.,Reality,États-Unis,,4.418,48,695,7.5,28022,https://image.tmdb.org/t/p/original/1usR1nanbDvnc0LJlWd5TOylT9M.jpg,623.14,https://www.youtube.com/watch?v=GeBYhHYlY_w,"Survivor Mark Burnett, Charlie Parsons Jeff Probst Une aventure dans laquelle un groupe de personnes ont échoué sur une ile isolée. Le dernier survivant de cette aventure repartira chez lui avec la somme d'1 millions de dollars. Reality États-Unis","Survivor Mark Burnett , Charlie Parsons Jeff Probst un aventure dans lequel un groupe de personne avoir échouer sur un ile isolé . le dernier survivre de ce aventure repartir chez luire avec le somme d'1 million de dollar . Reality États-Unis"
14,Prison Break,2005,2017,False,Paul T. Scheuring,"Wentworth Miller, Dominic Purcell, Sarah Wayne Callies, Paul Adelstein, Rockmond Dunbar, Robert Knepper, Amaury Nolasco, Inbar Lavi, Augustus Prew, Mark Feuerstein","Michael Scofield s'engage dans une véritable lutte contre la montre : son frère Lincoln est dans le couloir de la mort, en attente de son exécution. Persuadé de son innocence mais à court de solutions, Michael décide de se faire incarcérer à son tour dans le pénitencier d'état de Fox River pour organiser leur évasion...","Action & Adventure, Crime, Drame",États-Unis,45,26.954199999999997,5,88,8.3,604846,https://image.tmdb.org/t/p/original/6chvwfFcJPE97lhFwuQzhldgsee.jpg,678.213,https://www.youtube.com/watch?v=AL9zLctDJaU,"Prison Break Paul T. Scheuring Wentworth Miller, Dominic Purcell, Sarah Wayne Callies, Paul Adelstein, Rockmond Dunbar, Robert Knepper, Amaury Nolasco, Inbar Lavi, Augustus Prew, Mark Feuerstein Michael Scofield s'engage dans une véritable lutte contre la montre : son frère Lincoln est dans le couloir de la mort, en attente de son exécution. Persuadé de son innocence mais à court de solutions, Michael décide de se faire incarcérer à son tour dans le pénitencier d'état de Fox River pour organiser leur évasion... Action & Adventure, Crime, Drame États-Unis","Prison Break Paul T. Scheuring Wentworth Miller , Dominic Purcell , Sarah Wayne Callies , Paul Adelstein , rockmond Dunbar , Robert Knepper , Amaury Nolasco , Inbar Lavi , Augustus Prew , Mark Feuerstein Michael Scofield se engager dans un véritable lutte contre le montre : son frère Lincoln être dans le couloir de le mort , en attente de son exécution . persuader de son innocence mais à court de solution , michael décider de se faire incarcérer à son tour dans le pénitencier de état de Fox River pour organiser son évasion ... action et adventure , Crime , Drame États-Unis"
15,Les Simpson,1989,2024,True,Matt Groening,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer","Située à Springfield, ville américaine moyenne, la série se concentre sur les singeries et les aventures quotidiennes de la famille Simpson : Homer, Marge, Bart, Lisa et Maggie, ainsi que des milliers d'autres personnages.","Familial, Animation, Comédie",États-Unis,22,14.093000000000002,36,779,8.7,445362,https://image.tmdb.org/t/p/original/ffE3h13G2LYl6al2MsRGrKIpMYF.jpg,714.333,https://www.youtube.com/watch?v=_jgYEYERYFQ,"Les Simpson Matt Groening Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer Située à Springfield, ville américaine moyenne, la série se concentre sur les singeries et les aventures quotidiennes de la famille Simpson : Homer, Marge, Bart, Lisa et Maggie, ainsi que des milliers d'autres personnages. Familial, Animation, Comédie États-Unis","le Simpson Matt Groening Dan Castellaneta , Julie Kavner , Nancy Cartwright , Yeardley Smith , Hank Azaria , harry Shearer situer à Springfield , ville américain moyen , le série se concentrer sur le singerie et le aventure quotidien de le famille Simpson : homer , Marge , Bart , Lisa et maggie , ainsi que un millier de autre personnage . familial , Animation , Comédie États-Unis"
16,9-1-1,2018,2024,True,"Ryan Murphy, Brad Falchuk","Angela Bassett, Peter Krause, Jennifer Love Hewitt, Oliver Stark, Aisha Hinds, Kenneth Choi, Ryan Guzman","Du service d'appels d'urgences 911 aux pompiers, secouristes ou policiers, tous ces intervenants sont constamment sous pression, confrontés quotidiennement à des situations stupéfiantes, effrayantes, et parfois même choquantes. S'ils ont pour mission de voler au secours des personnes en danger, ces héros de l'ombre doivent aussi trouver le temps de résoudre les problèmes de leurs propres vies...","Drame, Crime, Action & Adventure",États-Unis,43,20.076,8,115,7.9,51890,https://image.tmdb.org/t/p/original/4zTmsU7RUOyFc7HqGd9EJprRNaC.jpg,567.998,https://www.youtube.com/watch?v=_8MHJfUMqPA,"9-1-1 Ryan Murphy, Brad Falchuk Angela Bassett, Peter Krause, Jennifer Love Hewitt, Oliver Stark, Aisha Hinds, Kenneth Choi, Ryan Guzman Du service d'appels d'urgences 911 aux pompiers, secouristes ou policiers, tous ces intervenants sont constamment sous pression, confrontés quotidiennement à des situations stupéfiantes, effrayantes, et parfois même choquantes. S'ils ont pour mission de voler au secours des personnes en danger, ces héros de l'ombre doivent aussi trouver le temps de résoudre les problèmes de leurs propres vies... Drame, Crime, Action & Adventure États-Unis","9 - 1 - 1 Ryan Murphy , Brad Falchuk Angela Bassett , Peter Krause , Jennifer Love Hewitt , Oliver Stark , aisha Hinds , Kenneth choi , Ryan Guzman de service de appel de urgence 911 à pompier , secourister ou policier , tout ce intervenant être constamment sou pression , confronter quotidiennement à un situation stupéfiant , effrayanter , et parfois même choquante . se il avoir pour mission de voler au secours de personne en danger , ce héros de le ombre devoir aussi trouver le temps de résoudre le problème de leur propre vie ... drame , Crime , action et adventure États-Unis"
17,Esprits criminels,2005,2024,True,Jeff Davis,"Joe Mantegna, Paget Brewster, Adam Rodriguez, Kirsten Vangsness, A. J. Cook, Aisha Tyler, Zach Gilford, Ryan-James Hatanaka","L'équipe des profilers étudie les comportements et les esprits torturés des criminels les plus dangereux du pays, afin d'anticiper les crimes d'un éventuel tueur. Chaque membre de cette unité d'élite a sa personnalité, son histoire mais aussi sa spécialité. Ils sont tous dépendants les uns des autres et les résultats dépendent aussi de cette complémentarité.","Crime, Drame, Mystère",États-Unis,42,13.68825,18,354,8.1,226082,https://image.tmdb.org/t/p/original/cpAr7uYW7Z1iEeoiyABGenO9N44.jpg,576.686,https://www.youtube.com/watch?v=NTYxiJBbEZk,"Esprits criminels Jeff Davis Joe Mantegna, Paget Brewster, Adam Rodriguez, Kirsten Vangsness, A. J. Cook, Aisha Tyler, Zach Gilford, Ryan-James Hatanaka L'équipe des profilers étudie les comportements et les esprits torturés des criminels les plus dangereux du pays, afin d'anticiper les crimes d'un éventuel tueur. Chaque membre de cette unité d'élite a sa personnalité, son histoire mais aussi sa spécialité. Ils sont tous dépendants les uns des autres et les résultats dépendent aussi de cette complémentarité. Crime, Drame, Mystère États-Unis","esprit criminel Jeff Davis joe Mantegna , Paget Brewster , Adam Rodriguez , Kirsten Vangsness , A. J. Cook , Aisha Tyler , Zach Gilford , Ryan - James Hatanaka le équipe de profiler étudier le comportement et le esprit torturer de criminel le plus dangereux de pays , afin de anticiper le crime de un éventuel tueur . chaque membre de ce unité de élite avoir son personnalité , son histoire mais aussi son spécialité . il être tout dépendant le un de autre et le résultat dépendre aussi de ce complémentarité . crime , Drame , Mystère États-Unis"
18,FROM,2022,2024,True,John Griffin,"Harold Perrineau, Catalina Sandino Moreno, Eion Bailey, David Alpay, Elizabeth Saunders, Scott McCord, Ricky He, Chloe Van Landschoot, Pegah Ghafoori, Corteon Moore, Avery Konrad, Hannah Cheramy, Simon Webster, Elizabeth Moy, Deborah Grover, Angela Moore, Kaelen Ohm, A.J. Simmons, Nathan D. Simmons, Robert Joy, Samantha Brown","Découvrez le mystère d'une ville cauchemardesque dans le centre des États-Unis qui piège tous ceux qui y entrent. Alors que les habitants réticents se battent pour garder un sentiment de normalité et cherchent une issue, ils doivent également survivre aux menaces de la forêt environnante, y compris les créatures terrifiantes qui sortent lorsque le soleil se couche.","Mystère, Drame, Science-Fiction & Fantastique",États-Unis,,19.747047619047617,4,30,7.8,110583,https://image.tmdb.org/t/p/original/cjXLrg4R7FRPFafvuQ3SSznQOd9.jpg,640.551,https://www.youtube.com/watch?v=qHItJdOsslw,"FROM John Griffin Harold Perrineau, Catalina Sandino Moreno, Eion Bailey, David Alpay, Elizabeth Saunders, Scott McCord, Ricky He, Chloe Van Landschoot, Pegah Ghafoori, Corteon Moore, Avery Konrad, Hannah Cheramy, Simon Webster, Elizabeth Moy, Deborah Grover, Angela Moore, Kaelen Ohm, A.J. Simmons, Nathan D. Simmons, Robert Joy, Samantha Brown Découvrez le mystère d'une ville cauchemardesque dans le centre des États-Unis qui piège tous ceux qui y entrent. Alors que les habitants réticents se battent pour garder un sentiment de normalité et cherchent une issue, ils doivent également survivre aux menaces de la forêt environnante, y compris les créatures terrifiantes qui sortent lorsque le soleil se couche. Mystère, Drame, Science-Fiction & Fantastique États-Unis","from John Griffin Harold Perrineau , Catalina Sandino Moreno , eion Bailey , David Alpay , elizabeth Saunders , Scott McCord , Ricky He , Chloe Van Landschoot , Pegah Ghafoori , Corteon Moore , Avery Konrad , Hannah Cheramy , Simon Webster , Elizabeth Moy , Deborah Grover , Angela Moore , kaelen Ohm , A.J. Simmons , Nathan D. Simmons , Robert Joy , Samantha Brown Découvrez le mystère de un ville cauchemardesque dans le centre de États-Unis qui piéger tout celui qui y entrer . alors que le habitant réticent se battre pour garder un sentiment de normalité et chercher un issue , il devoir également survivre à menace de le forêt environnant , y compris le créature terrifiant qui sortir lorsque le soleil se couche . mystère , Drame , Science - Fiction et Fantastique États-Unis"
19,Breaking Bad,2008,2013,False,Vince Gilligan,"Bryan Cranston, Aaron Paul, Anna Gunn, RJ Mitte, Dean Norris, Betsy Brandt, Bob Odenkirk, Jonathan Banks","Walter White, professeur de chimie dans un lycée d'Albuquerque au Nouveau-Mexique, est atteint d'un cancer pulmonaire en phase terminale. Il s'associe à Jesse Pinkman, un ancien élève, cancre, toxicomane et dealer, afin d'assurer l'avenir financier de sa famille après son décès. L'improbable duo va alors synthétiser et commercialiser la plus pure méthamphétamine en cristaux jamais vue dans les Amériques.","Drame, Crime",États-Unis,,28.85125,5,62,9.5,2238494,https://image.tmdb.org/t/p/original/tP2wgZfzkZxL18jImD2YXqEUXQA.jpg,663.358,https://www.youtube.com/watch?v=CoWsuFdqeYE,"Breaking Bad Vince Gilligan Bryan Cranston, Aaron Paul, Anna Gunn, RJ Mitte, Dean Norris, Betsy Brandt, Bob Odenkirk, Jonathan Banks Walter White, professeur de chimie dans un lycée d'Albuquerque au Nouveau-Mexique, est atteint d'un cancer pulmonaire en phase terminale. Il s'associe à Jesse Pinkman, un ancien élève, cancre, toxicomane et dealer, afin d'assurer l'avenir financier de sa famille après son décès. L'improbable duo va alors synthétiser et commercialiser la plus pure méthamphétamine en cristaux jamais vue dans les Amériques. Drame, Crime États-Unis","Breaking Bad Vince Gilligan Bryan Cranston , Aaron Paul , Anna Gunn , RJ Mitte , Dean Norris , Betsy Brandt , Bob Odenkirk , Jonathan Banks Walter White , professeur de chimie dans un lycée de Albuquerque au nouveau - Mexique , être atteindre de un cancer pulmonaire en phase terminal . il se associer à Jesse Pinkman , un ancien élève , cancre , toxicomane et dealer , afin de assurer le avenir financier de son famille après son décès . le improbable duo aller alors synthétiser et commercialiser le plus pur méthamphétamin en cristal jamais voir dans le amérique . drame , Crime États-Unis"
20,Lucifer,2016,2021,False,Tom Kapinos,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Aimee Garcia, Rachael Harris, Brianna Hildebrand","Lassé d’être le Seigneur des Enfers, le diable s’installe à Los Angeles où il ouvre une boîte de nuit et se lie avec une policière de la brigade criminelle...","Crime, Science-Fiction & Fantastique",États-Unis,"45, 62",28.491375,6,93,8.0,367095,https://image.tmdb.org/t/p/original/tU34L2zd8sWxypSxAwg01mksLdq.jpg,613.038,https://www.youtube.com/watch?v=vOzt9T2Ji3s,"Lucifer Tom Kapinos Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Aimee Garcia, Rachael Harris, Brianna Hildebrand Lassé d’être le Seigneur des Enfers, le diable s’installe à Los Angeles où il ouvre une boîte de nuit et se lie avec une policière de la brigade criminelle... Crime, Science-Fiction & Fantastique États-Unis","Lucifer Tom Kapinos Tom Ellis , Lauren German , Kevin Alejandro , D.B. Woodside , Lesley - Ann Brandt , Aimee Garcia , Rachael Harris , Brianna Hildebrand Lassé d’ être le seigneur de enfer , le diable s’ installer à Los angele où il ouvrir un boîte de nuit et se lier avec un policière de le brigade criminel ... Crime , Science - Fiction et Fantastique États-Unis"
21,NCIS : Enquêtes spéciales,2003,2024,True,"Don McGill, Donald P. Bellisario","Sean Murray, Wilmer Valderrama, Katrina Law, Brian Dietzen, Rocky Carroll, Diona Reasonover, Gary Cole","À la tête de cette équipe du NCIS, qui opère en dehors de la chaîne de commandement militaire, l'agent Special Leroy Jethro Gibbs, un enquêteur qualifié dont les qualités sont d'être intelligent, solide et prêt à contourner les règles pour faire le travail. Travaillant sous les ordres de Gibbs, on retrouve l'agent Anthony DiNozzo, l'agent Abby Sciuto et le Dr Donald ""Ducky"" Mallard. De meurtre en espionnage anti-terrorisme et sous-marins volés, ces agents spéciaux parcourent la planète pour enquêter sur tous les crimes ayant un lien avec l'US Navy ou l'US Marine Corps.","Crime, Drame, Action & Adventure",États-Unis,,20.037857142857145,22,479,7.8,167462,https://image.tmdb.org/t/p/original/mBcu8d6x6zB1el3MPNl7cZQEQ31.jpg,642.703,https://www.youtube.com/watch?v=SRe6Vh50dco,"NCIS : Enquêtes spéciales Don McGill, Donald P. Bellisario Sean Murray, Wilmer Valderrama, Katrina Law, Brian Dietzen, Rocky Carroll, Diona Reasonover, Gary Cole À la tête de cette équipe du NCIS, qui opère en dehors de la chaîne de commandement militaire, l'agent Special Leroy Jethro Gibbs, un enquêteur qualifié dont les qualités sont d'être intelligent, solide et prêt à contourner les règles pour faire le travail. Travaillant sous les ordres de Gibbs, on retrouve l'agent Anthony DiNozzo, l'agent Abby Sciuto et le Dr Donald ""Ducky"" Mallard. De meurtre en espionnage anti-terrorisme et sous-marins volés, ces agents spéciaux parcourent la planète pour enquêter sur tous les crimes ayant un lien avec l'US Navy ou l'US Marine Corps. Crime, Drame, Action & Adventure États-Unis","NCIS : enquête spécial don mcgill , donald P. Bellisario Sean Murray , Wilmer Valderrama , Katrina Law , Brian Dietzen , Rocky Carroll , Diona Reasonover , Gary cole à le tête de ce équipe de nci , qui opérer en dehors de le chaîne de commandement militaire , le agent Special Leroy Jethro Gibbs , un enquêteur qualifier dont le qualité être de être intelligent , solide et prêt à contourner le règle pour faire le travail . travailler sou le ordre de Gibbs , on retrouver le agent Anthony DiNozzo , le agent Abby Sciuto et le dr donald "" Ducky "" Mallard . de meurtre en espionnage anti-terrorisme et sous-marin voler , ce agent spécial parcourir le planète pour enquêter sur tout le crime avoir un lien avec le us Navy ou le us Marine Corps . crime , Drame , action et adventure États-Unis"
